0.2124265, 1, 1000
0.2177914, 1, 1001
0.2124265, 1, 1002
0.210647, 1, 1003
0.2053348, 1, 1004
0.2142104, 1, 1005
0.2110915, 1, 1006
0.2182403, 1, 1007
0.215104, 1, 1008
0.2200386, 1, 1009
0.2018149, 2, 1010
0.2236486, 2, 1011
0.196567, 2, 1012
0.2004993, 2, 1013
0.2013761, 2, 1014
0.1970029, 2, 1015
0.2009376, 2, 1016
0.2222928, 2, 1017
0.2263681, 2, 1018
0.2268224, 2, 1019
0.2241012, 2, 1020
0.256505, 2, 1021
0.1952609, 2, 1022
0.1952609, 2, 1023
0.198749, 2, 1024
0.2236486, 3, 1025
0.1900603, 3, 1026
0.2295539, 3, 1027
0.2177914, 3, 1028
0.2128721, 3, 1029
0.210647, 3, 1030
0.2075435, 3, 1031
0.2040128, 3, 1032
0.2009376, 3, 1033
0.2066592, 3, 1034
0.2084289, 3, 1035
0.2075435, 3, 1036
0.2013761, 3, 1037
0.2084289, 3, 1038
0.2093153, 3, 1039
0.135197, 4, 1040
0.2009376, 4, 1041
0.205776, 4, 1042
0.2013761, 4, 1043
0.2110915, 4, 1044
0.1952609, 4, 1045
0.198749, 4, 1046
0.1930895, 4, 1047
0.2022539, 4, 1048
0.2227444, 4, 1049
0.191357, 4, 1050
0.2142104, 4, 1051
0.2155511, 5, 1052
0.215104, 5, 1053
0.2026933, 5, 1054
0.2159986, 5, 1055
0.2313806, 5, 1056
0.06108852, 5, 1057
0.2236486, 5, 1058
0.1935232, 5, 1059
0.2327537, 5, 1060
0.2204889, 5, 1061
0.2341294, 5, 1062
0.2191388, 5, 1063
0.2341294, 5, 1064
0.06980956, 6, 1065
0.2133179, 6, 1066
0.2000613, 6, 1067
0.215104, 6, 1068
0.205776, 6, 1069
0.205776, 6, 1070
0.205776, 6, 1071
0.2124265, 7, 1072
0.1683662, 7, 1073
0.2128721, 7, 1074
0.2164464, 7, 1075
0.3728726, 7, 1076
0.1952609, 8, 1077
0.2071012, 8, 1078
0.2009376, 8, 1079
0.2040128, 8, 1080
0.210647, 8, 1081
0.1917897, 8, 1082
0.2133179, 8, 1083
0.2009376, 8, 1084
0.1608625, 8, 1085
0.2155511, 8, 1086
0.1978754, 8, 1087
0.2268224, 8, 1088
0.2268224, 9, 1089
0.2236486, 9, 1090
