0, 50
0, 100
0, 150
0, 200
0, 250
0, 300
0, 350
0, 400
0, 450
0, 500
0, 550
0, 600
0, 650
0, 700
0, 750
0, 800
0, 850
0, 900
0, 950
0, 1000
0, 1050
0, 1100
0, 1150
0, 1200
47, 1250
48, 1300
90, 1350
97, 1400
102, 1450
127, 1500
125, 1550
166, 1600
169, 1650
161, 1700
175, 1750
179, 1800
221, 1850
238, 1900
237, 1950
257, 2000
272, 2050
307, 2100
311, 2150
298, 2200
339, 2250
341, 2300
325, 2350
354, 2400
257, 2450
389, 2500
384, 2550
405, 2600
449, 2650
458, 2700
496, 2750
486, 2800
477, 2850
368, 2900
531, 2950
555, 3000
553, 3050
535, 3100
591, 3150
591, 3200
609, 3250
642, 3300
643, 3350
687, 3400
528, 3450
699, 3500
723, 3550
741, 3600
772, 3650
780, 3700
767, 3750
769, 3800
782, 3850
703, 3900
817, 3950
848, 4000
867, 4050
871, 4100
912, 4150
927, 4200
932, 4250
960, 4300
950, 4350
949, 4400
965, 4450
860, 4500
994, 4550
1009, 4600
1003, 4650
1063, 4700
964, 4750
1075, 4800
1091, 4850
1104, 4900
1141, 4950
1119, 5000
1174, 5050
1175, 5100
1168, 5150
1199, 5200
1191, 5250
1231, 5300
1255, 5350
1266, 5400
1311, 5450
1392, 5500
1312, 5550
1344, 5600
1358, 5650
1382, 5700
1519, 5750
1395, 5800
1394, 5850
1397, 5900
1442, 5950
1442, 6000
1472, 6050
1482, 6100
1495, 6150
1424, 6200
1552, 6250
1548, 6300
1582, 6350
1594, 6400
1600, 6450
1598, 6500
1616, 6550
1617, 6600
1636, 6650
1625, 6700
1665, 6750
1695, 6800
1687, 6850
1729, 6900
1728, 6950
1749, 7000
1792, 7050
1799, 7100
1795, 7150
1781, 7200
1823, 7250
1841, 7300
1849, 7350
1870, 7400
1895, 7450
1906, 7500
1934, 7550
1949, 7600
1943, 7650
1966, 7700
2018, 7750
1987, 7800
2017, 7850
2022, 7900
2032, 7950
2033, 8000
2055, 8050
2043, 8100
2106, 8150
2119, 8200
2155, 8250
2160, 8300
2175, 8350
2160, 8400
2195, 8450
2233, 8500
2219, 8550
2221, 8600
2249, 8650
2256, 8700
2233, 8750
2265, 8800
2317, 8850
2317, 8900
2319, 8950
2156, 9000
2370, 9050
2401, 9100
2292, 9150
2419, 9200
2411, 9250
2426, 9300
2449, 9350
2465, 9400
2480, 9450
2474, 9500
2517, 9550
2540, 9600
2580, 9650
2583, 9700
2576, 9750
2601, 9800
2639, 9850
2643, 9900
2642, 9950
2642, 10000
2683, 10050
2684, 10100
2688, 10150
2711, 10200
2720, 10250
2753, 10300
2785, 10350
2770, 10400
2786, 10450
2817, 10500
2852, 10550
2864, 10600
2831, 10650
2790, 10700
2864, 10750
2843, 10800
2896, 10850
2899, 10900
2943, 10950
2871, 11000
2965, 11050
2990, 11100
2992, 11150
3035, 11200
3044, 11250
3029, 11300
3049, 11350
3056, 11400
3108, 11450
3136, 11500
3136, 11550
3121, 11600
3186, 11650
3211, 11700
3226, 11750
3210, 11800
3283, 11850
3314, 11900
3307, 11950
3179, 12000
3318, 12050
3346, 12100
3345, 12150
3351, 12200
3390, 12250
3381, 12300
3423, 12350
3470, 12400
3504, 12450
3483, 12500
3559, 12550
3600, 12600
3600, 12650
3570, 12700
3624, 12750
3618, 12800
3663, 12850
3698, 12900
3745, 12950
3758, 13000
3792, 13050
3793, 13100
3792, 13150
3839, 13200
3935, 13250
3887, 13300
3933, 13350
3984, 13400
3949, 13450
4095, 13500
4070, 13550
4095, 13600
4095, 13650
4095, 13700
4095, 13750
4095, 13800
4095, 13850
4095, 13900
4095, 13950
4095, 14000
4095, 14050
4095, 14100
4095, 14150
4095, 14200
4095, 14250
4095, 14300
4095, 14350
4095, 14400
4095, 14450
4095, 14500
4095, 14550
4095, 14600
4095, 14650
4095, 14700
4095, 14750
4095, 14800
4095, 14850
4095, 14900
4095, 14950
4095, 15000
4095, 15050
4095, 15100
4095, 15150
4095, 15200
4095, 15250
4095, 15300
4095, 15350
4095, 15400
4095, 15450
4095, 15500
4095, 15550
4095, 15600
4095, 15650
4095, 15700
4095, 15750
4095, 15800
4095, 15850
4095, 15900
4095, 15950
4095, 16000
4095, 16050
4095, 16100
4095, 16150
4095, 16200
4095, 16250
4095, 16300
4095, 16350
4095, 16400
4095, 16450
4095, 16500
4095, 16550
4095, 16600
4095, 16650
4095, 16700
4095, 16750
4095, 16800
4095, 16850
4095, 16900
4095, 16950
4095, 17000
4095, 17050
4095, 17100
4095, 17150
4095, 17200
4095, 17250
4095, 17300
4095, 17350
4095, 17400
4095, 17450
4095, 17500
4095, 17550
4095, 17600
4095, 17650
4095, 17700
4095, 17750
4095, 17800
4095, 17850
4095, 17900
4095, 17950
4095, 18000
4095, 18050
4095, 18100
4095, 18150
4095, 18200
4095, 18250
4095, 18300
4095, 18350
4095, 18400
4095, 18450
4095, 18500
4095, 18550
