87,2024-01-05 21:33:07.991000+00:00
87,2024-01-05 21:33:07.993000+00:00
90,2024-01-05 21:33:10.088000+00:00
90,2024-01-05 21:33:10.090000+00:00
87,2024-01-05 21:34:47.717000+00:00
87,2024-01-05 21:34:47.720000+00:00
88,2024-01-05 21:34:48.892000+00:00
88,2024-01-05 21:34:48.895000+00:00
89,2024-01-05 21:34:49.685000+00:00
89,2024-01-05 21:34:49.688000+00:00
91,2024-01-05 21:34:51.034000+00:00
91,2024-01-05 21:34:51.037000+00:00
